X,Y,OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,ORIG_FID,GlobalID
-77.025659742041398,38.896662263401701,917,FOTH,Lands - http://landsnet.nps.gov/tractsnet/documents/FOTH/Metadata/foth_metadata.xml,Ford's Theatre National Historic Site,2006-09-21T00:00:00.000Z,DC,NC,530748,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048156#Ford's Theatre National Historical Site,Ford's Theatre,83,83280fd5-9abe-4f3f-af2e-c3862e89e8f1
-95.676407619208774,39.037932612749124,918,BRVB,Lands - http://landsnet.nps.gov/tractsnet/documents/BRVB/Metadata/brvb_metadata.xml,Brown v. Board of Education National Historic Site,2006-11-01T00:00:00.000Z,KS,MW,2510335,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048389#Brown v. Board of Education National Historic Si*,Brown V Board Of Education,84,919f34fd-74a2-4b6c-85ed-58232f47bda5
-112.73985668068056,36.862826640409345,919,PISP,Lands - http://landsnet.nps.gov/tractsnet/documents/PISP/Metadata/pisp_metadata.xml,Pipe Spring National Monument,2006-12-07T00:00:00.000Z,AZ,IM,9526,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048036#Pipe Springs National Monument,Pipe Spring,85,7789c8a9-951f-478e-912e-ecf9731c0f52
-108.346398391258035,35.038958838777162,920,ELMO,Lands - http://landsnet.nps.gov/tractsnet/documents/ELMO/Metadata/elmo_metadata.xml,El Morro National Monument,2006-12-11T00:00:00.000Z,NM,IM,906062,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047951#El Morro National Monument,El Morro,86,2a53f6b5-050c-4420-9697-63b2b8f56f21
-97.007158058726162,34.460493736193754,921,CHIC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIC/Metadata/chic_metadata.xml,Chickasaw National Recreation Area,2006-12-19T00:00:00.000Z,OK,IM,1101907,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/1047933#Chickasaw National Recreation Area,Chickasaw,87,b9c7075e-b5a5-417b-8a66-fcc98a634d6b
-82.838140495313922,36.155363031093678,922,ANJO,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,Andrew Johnson National Historic Site,2007-01-24T00:00:00.000Z,TN,SE,1304837,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047901#Andrew Johnson National Historic Site,Andrew Johnson,88,19b143b0-84d0-440f-bacc-acce37cc094a
-73.82577276572114,40.892835111108369,923,SAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAPA/Metadata/sapa_metadata.xml,Saint Paul's Church National Historic Site,2007-02-09T00:00:00.000Z,NY,NE,1888959,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048042#Saint Paul's Church National Historic Site,Saint Paul's Church,89,c297ec3c-afe6-45f8-901c-554a2a8d5130
-74.016805579907199,40.703477949543981,924,CACL,Lands - http://landsnet.nps.gov/tractsnet/documents/CACL/Metadata/cacl_metadata.xml,Castle Clinton National Monument,2007-02-16T00:00:00.000Z,NY,NE,945983,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047919#Castle Clinton National Monument,Castle Clinton,90,fb6f7edb-d41f-4d45-bd4c-8e3e91dd447f
-110.762471381561838,41.856342770151521,925,FOBU,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,Fossil Butte National Monument,2007-02-22T00:00:00.000Z,WY,IM,1605065,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047959#Fossil Butte National Monument,Fossil Butte,91,1a51156a-ac64-49f7-9320-4c5129e7ff56
-91.20777103584723,43.091457663053639,926,EFMO,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,Effigy Mounds National Monument,2007-02-22T00:00:00.000Z,IA,MW,456249,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048392#Effigy Mounds National Monument,Effigy Mounds,92,42cce7f2-c7a7-4c84-b1de-172ba446d409
-89.616898902512787,43.077588232901356,927,IATR,Lands - http://landsnet.nps.gov/tractsnet/documents/IATR/Metadata/iatr_metadata.xml,Ice Age National Scenic Trail,2007-02-26T00:00:00.000Z,WI,MW,2733461,National Scenic Trail,Lands,https://irma.nps.gov/App/Reference/Profile/1048397#Ice Age National Scenic Trail,Ice Age,93,56e6daea-5240-46a5-863f-57ec48bfd4b6
-109.068451250350506,37.38353900013734,928,HOVE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOVE/Metadata/hove_metadata.xml,Hovenweep National Monument,2007-04-06T00:00:00.000Z,UT,IM,202599,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047986#Hovenweep National Monument,Hovenweep,94,2bb2ae93-3b4c-4485-8a2b-d19480cda090
-105.012017373568099,35.907370749642844,929,FOUN,Lands - http://landsnet.nps.gov/tractsnet/documents/FOUN/Metadata/foun_metadata.xml,Fort Union National Monument,2007-05-15T00:00:00.000Z,NM,IM,889156,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047966#Fort Union National Monument,Fort Union,95,6a0dc9e9-3768-4167-99ab-67e312505960
-85.644420615478424,37.611975730120228,930,ABLI,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,Abraham Lincoln Birthplace National Historical Park,2007-10-03T00:00:00.000Z,KY,SE,496556,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047895#Abraham Lincoln Birthplace National Historic Site,Abraham Lincoln Birthplace,96,926edf5c-ec1f-488b-8063-b32487b1a809
-82.871790654628398,24.648830269950786,931,DRTO,Lands - http://landsnet.nps.gov/tractsnet/documents/DRTO/Metadata/drto_metadata.xml,Dry Tortugas National Park,2007-11-07T00:00:00.000Z,FL,SE,307632,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047947#Dry Tortugas National Park,Dry Tortugas,97,55260f63-884d-4116-bfa7-b46f5f685967
-81.389842562480197,31.223555105541724,932,FOFR,Lands - http://landsnet.nps.gov/tractsnet/documents/FOFR/Metadata/fofr_metadata.xml,Fort Frederica National Monument,2007-12-05T00:00:00.000Z,GA,SE,314290,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047961#Fort Frederica National Monument,Fort Frederica,98,bab3d939-7713-4497-8709-429dd236a937
-77.055114170701046,38.683882780624039,933,PISC,Lands - http://landsnet.nps.gov/tractsnet/documents/PISC/Metadata/pisc_metadata.xml,Piscataway Park,2008-01-18T00:00:00.000Z,MD,NC,1676813,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/1048186#Piscataway Park,Piscataway,99,4540827a-7afc-4ece-a22f-b81493f4cd24
-118.154717759405699,36.725591472673869,934,MANZ,Lands - http://landsnet.nps.gov/tractsnet/documents/MANZ/Metadata/manz_metadata.xml,Manzanar National Historic Site,2008-03-04T00:00:00.000Z,CA,PW,1804731,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048405#Manzanar National Historic Site,Manzanar,100,74bc7989-6f84-439c-bc2c-2bcd8e420502
-112.18271108148646,37.583898095822207,935,BRCA,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,Bryce Canyon National Park,2008-03-27T00:00:00.000Z,UT,IM,1450197,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047913#Bryce Canyon National Park,Bryce Canyon,101,e555c9d4-ac68-415e-a7ba-192f65592733
-110.728042445778101,44.088697825292201,936,JODR,Lands - http://landsnet.nps.gov/tractsnet/documents/JODR/Metadata/jodr_metadata.xml,"John D. Rockefeller, Jr., Memorial Parkway",2008-04-14T00:00:00.000Z,WY,IM,1604577,National Parkway,Lands,https://irma.nps.gov/App/Reference/Profile/1048169#John D. Rockefeller National Parkway,John D Rockefeller Jr,102,5709fcb5-a1d1-4de9-8ffd-ed69e71b5b56
-94.355227351028034,36.987132027676068,937,GWCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GWCA/Metadata/gwca_metadata.xml,George Washington Carver National Monument,2008-04-21T00:00:00.000Z,MO,MW,718402,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048161#George Washington Carver National Monument,George Washington Carver,103,b50b2dbb-6237-4a53-99f2-12c6da3cee82
-74.239820969423349,40.785970747213099,938,EDIS,Lands - http://landsnet.nps.gov/tractsnet/documents/EDIS/Metadata/edis_metadata.xml,Thomas Edison National Historical Park,2008-04-22T00:00:00.000Z,NJ,NE,874901,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048152#Thomas Edison National Historical Park,Thomas Edison,104,75e624a1-d2db-4b2b-8877-c7d1c397e98a
-110.547196212503579,44.59644456491948,939,YELL,Lands - http://landsnet.nps.gov/tractsnet/documents/YELL/Metadata/yell_metadata.xml,Yellowstone National Park,2008-04-23T00:00:00.000Z,WY,IM,1609331,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048199#Yellowstone National Park,Yellowstone,105,4e650408-2811-4a49-b90b-3bc16bc81891
-109.559951588791733,35.707273162437524,940,HUTR,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,Hubbell Trading Post National Historic Site,2008-05-13T00:00:00.000Z,AZ,IM,6092,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1047988#Hubbell Trading Post National Historic Site,Hubbell Trading Post,106,f4b25a0c-37c2-4b63-9c4d-98ae4404391d
-106.454401125557951,31.767296318511434,941,CHAM,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,Chamizal National Memorial,2008-05-20T00:00:00.000Z,TX,IM,1888906,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1047931#Chamizal National Memorial,Chamizal,107,9876e86a-d5c2-4b64-9836-71d92e194cfb
-155.602855100794727,19.377577478926629,942,HAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,Hawai'i Volcanoes National Park,2008-05-30T00:00:00.000Z,HI,PW,365210,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2165326#Hawaii Volcanoes National Park,Hawaii Volcanoes,108,f68e8ab9-8a28-466e-a7d8-d0cfcefd04f6
-101.671701254169662,35.581965233320993,943,ALFL,Lands - http://landsnet.nps.gov/tractsnet/documents/ALFL/Metadata/alfl_metadata.xml,Alibates Flint Quarries National Monument,2008-06-02T00:00:00.000Z,TX,IM,1377214,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047899#Alibates Flint Quarries National Monument,Alibates Flint Quarries,109,ac30a9a3-4af3-4868-bd42-cc79bbe6c628
-155.821162931946532,20.027721828022255,944,PUHE,Lands - http://landsnet.nps.gov/tractsnet/documents/PUHE/Metadata/puhe_metadata.xml,Pu'ukohola Heiau National Historic Site,2008-06-18T00:00:00.000Z,HI,PW,1877550,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048187#Pu`ukohola Heiau National Historic Site,Puukohola Heiau,110,b548fdfd-5165-45b7-a507-f6043869ff52
-90.351692550211908,38.551823730928525,945,ULSG,Lands - http://landsnet.nps.gov/tractsnet/documents/ULSG/Metadata/ulsg_metadata.xml,Ulysses S. Grant National Historic Site,2008-07-01T00:00:00.000Z,MO,MW,2733425,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048194#Ulysses S Grant National Historic Site,Ulysses S Grant,111,b6433fe6-789f-44b1-8235-754b36351ea3
-80.754123324135676,28.786247319787787,946,CANA,Lands - http://landsnet.nps.gov/tractsnet/documents/CANA/Metadata/cana_metadata.xml,Canaveral National Seashore,2008-07-30T00:00:00.000Z,FL,SE,307730,National Seashore,Lands,https://irma.nps.gov/App/Reference/Profile/1048145#Canaveral National Seashore,Canaveral,112,2d116f87-86f3-4a87-b5b2-2c5fbb3da271
-74.004328912163729,40.714549478610351,947,AFBG,Lands - http://landsnet.nps.gov/tractsnet/documents/AFBG/Metadata/afbg_metadata.xml,African Burial Ground National Monument,2008-08-19T00:00:00.000Z,NY,NE,2060434,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048074#African Burial Ground National Monument  ,African Burial Ground,113,6c782afa-d9cf-4935-8c21-07635fda1310
-117.241598552017592,32.672250214101361,948,CABR,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,Cabrillo National Monument,2008-08-28T00:00:00.000Z,CA,PW,255957,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1047918#Cabrillo National Monument,Cabrillo,114,9b4e3975-c968-4b12-b2af-62d9e575344c
-75.445741051732142,40.100611684561805,949,VAFO,Lands - http://landsnet.nps.gov/tractsnet/documents/VAFO/Metadata/vafo_metadata.xml,Valley Forge National Historical Park,2008-09-10T00:00:00.000Z,PA,NE,1211947,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048195#Valley Forge National Historical Park,Valley Forge,115,bb022fd0-a2a3-4464-a998-4465e3a2cdb5
-77.049548608950957,38.714986295019884,950,GWMP,Lands - http://landsnet.nps.gov/tractsnet/documents/GWMP/Metadata/gwmp_metadata.xml,George Washington Memorial Parkway,2008-11-17T00:00:00.000Z,VA,NC,584569,National Parkway,Lands,https://irma.nps.gov/App/Reference/Profile/1048162#George Washington Memorial Parkway,George Washington,116,3fdc8655-080a-4733-96ac-a77cb8091316
-77.140096892348325,38.96762881193365,951,CLBA,Lands - http://landsnet.nps.gov/tractsnet/documents/CLBA/Metadata/clba_metadata.xml,Clara Barton National Historic Site,2008-11-17T00:00:00.000Z,MD,NC,2733426,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048149#Clara Barton National Historic Site,Clara Barton,117,9e7016f9-9e95-442e-99ce-b09788e4885a
-77.028750933867258,38.712176655815973,952,FOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOWA/Metadata/fowa_metadata.xml,Fort Washington Park,2008-11-17T00:00:00.000Z,MD,NC,597426,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/1048158#Fort Washington Park,Fort Washington,118,c5975709-7e3f-42d2-8efd-ef0e7f19bf58
-118.575203303908651,36.507683795023809,953,SEQU,Lands - http://landsnet.nps.gov/tractsnet/documents/SEQU/Metadata/sequ_metadata.xml,Sequoia National Park,2008-11-26T00:00:00.000Z,CA,PW,266000,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048045#Sequoia National Park,Sequoia,119,0578d050-87a1-405f-b8c1-0164cdc8b9f5
-156.924649826511285,21.154640886083765,954,KALA,Lands - http://landsnet.nps.gov/tractsnet/documents/KALA/Metadata/kala_metadata.xml,Kalaupapa National Historical Park,2009-01-15T00:00:00.000Z,HI,PW,365030,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047996#Kalaupapa National Historical Park,Kalaupapa,120,1abde9ae-568d-4957-91f2-f5d4e5d6c1a5
-85.679833186735337,32.45538666537152,955,TUAI,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,Tuskegee Airmen National Historic Site,2009-02-03T00:00:00.000Z,AL,SE,2492338,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048054#Tuskegee Airmen National Historic Site,Tuskegee Airmen,121,787c0ff4-e4bf-4b0f-a936-cc983b8a6952
-64.755193579591648,17.779085362558764,956,SARI,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,Salt River Bay National Historical Park and Ecological Preserve,2009-03-05T00:00:00.000Z,VI,SE,1993989,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048043#Salt River Bay National Historical Park and Ecol*,Salt River Bay,122,138137c9-b293-46cb-b1c4-c183b84201bf
-91.382449767859313,31.54301947473995,957,NATC,Lands - http://landsnet.nps.gov/tractsnet/documents/NATC/Metadata/natc_metadata.xml,Natchez National Historical Park,2009-03-24T00:00:00.000Z,MS,SE,1888946,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048023#Natchez National Historical Park,Natchez,123,b6e7258a-84bc-4308-9679-53e7d8515bb4
-75.150006197346826,39.961954816885367,958,EDAL,Lands - http://landsnet.nps.gov/tractsnet/documents/EDAL/Metadata/edal_metadata.xml,Edgar Allan Poe National Historic Site,2009-03-17T00:00:00.000Z,PA,NE,1888911,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048151#Edgar Allan Poe National Historic Site,Edgar Allan Poe,124,b7df9838-cecb-42ab-9c32-a2ce5891b447
-71.070640434316928,42.357895626559433,959,BOAF,Lands - http://landsnet.nps.gov/tractsnet/documents/BOAF/Metadata/boaf_metadata.xml,Boston African American National Historic Site,2009-03-12T00:00:00.000Z,MA,NE,1888904,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048143#Boston African American National Historic Site,Boston African American,125,1671ad33-5daa-449f-8ecc-48f913f0446c
-86.130894762225708,37.197580467433852,960,MACA,Lands - http://landsnet.nps.gov/tractsnet/documents/MACA/Metadata/maca_metadata.xml,Mammoth Cave National Park,2009-03-27T00:00:00.000Z,KY,SE,507318,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048014#Mammoth Cave National Park,Mammoth Cave,126,0d4ae7bb-efed-42ca-aea8-edf33d60acfa
-110.705487735168958,43.818160112596708,961,GRTE,Lands - http://landsnet.nps.gov/tractsnet/documents/GRTE/Metadata/grte_metadata.xml,Grand Teton National Park,2009-04-30T00:00:00.000Z,WY,IM,1597571,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047976#Grand Teton National Park,Grand Teton,127,88b0ca92-7c8a-4cf0-92ab-66063bfdea7c
-122.027156635366197,37.826044557131894,962,EUON,Lands - http://landsnet.nps.gov/tractsnet/documents/EUON/Metadata/euon_metadata.xml,Eugene O'Neill National Historic Site,2009-05-14T00:00:00.000Z,CA,PW,1888915,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048393#Eugene O'Neill National Historic Site,Eugene O'Neill,128,afd80222-64ef-4cf7-a129-56169905771e
-71.012549390655849,42.256594147867403,963,ADAM,Lands - http://landsnet.nps.gov/tractsnet/documents/ADAM/Metadata/adam_metadata.xml,Adams National Historical Park,2009-06-05T00:00:00.000Z,MA,NE,1888899,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048140#Adams National Historical Park  ,Adams,129,07aea759-e418-4f78-bf67-328648c6a3db
-110.536256489447723,36.685491178702449,964,NAVA,Lands - http://landsnet.nps.gov/tractsnet/documents/NAVA/Metadata/nava_metadata.xml,Navajo National Monument,2009-07-13T00:00:00.000Z,AZ,IM,8538,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1048406#Navajo National Monument,Navajo,130,2413d857-5290-479c-a068-9d98b1573613
-77.037812904891481,38.529344151818783,965,THST,Lands - http://landsnet.nps.gov/tractsnet/documents/THST/Metadata/thst_metadata.xml,Thomas Stone National Historic Site,2009-07-28T00:00:00.000Z,MD,NE,1888967,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1048411#Thomas Stone National Historic Site,Thomas Stone,131,a1acf0fb-53e4-4715-86be-7f7e0193591d
-93.007298763404023,31.664441655245145,966,CARI,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,Cane River Creole National Historical Park,2009-07-28T00:00:00.000Z,LA,SE,2733428,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/1047922#Cane River Creole National Historical Park,Cane River Creole,132,d6b744e0-3efa-401e-9618-a4221d3ab3b3
-108.500928886119397,37.22348339262372,967,MEVE,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,Mesa Verde National Park,2009-08-04T00:00:00.000Z,CO,IM,179042,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048549#Mesa Verde National Park,Mesa Verde,133,5c4d7089-26ab-49e5-aa59-7a6ebf57e283
-114.257965768278083,38.946095297977202,968,GRBA,Lands - http://landsnet.nps.gov/tractsnet/documents/GRBA/Metadata/grba_metadata.xml,Great Basin National Park,2009-09-10T00:00:00.000Z,NV,PW,862430,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1048548#Great Basin National Park,Great Basin,134,c5dec689-7e7f-4059-8c0a-b1514be6e515
-89.760688499338414,47.999682000126633,969,GRPO,Lands - http://landsnet.nps.gov/tractsnet/documents/GRPO/Metadata/grpo_metadata.xml,Grand Portage National Monument,2009-12-14T00:00:00.000Z,MI,MW,644333,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1049054#Grand Portage National Monument,Grand Portage,135,c1bd596c-d52a-43ea-9c85-583c2b22e9bf
-122.602260279335326,40.613580198441447,970,WHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/WHIS/Metadata/whis_metadata.xml,Whiskeytown-Shasta-Trinity National Recreation Area,2010-01-06T00:00:00.000Z,CA,PW,277264,National Recreation Area,Lands,https://irma.nps.gov/App/Reference/Profile/1049059#Whiskeytown National Recreation Area,Whiskeytown,136,17443a62-ca2e-4d52-9946-897d863188ac
-122.473717218295192,37.808400182652612,971,FOPO,Lands - http://landsnet.nps.gov/tractsnet/documents/FOPO/Metadata/fopo_metadata.xml,Fort Point National Historic Site,2010-02-24T00:00:00.000Z,CA,PW,1655639,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1049236#Fort Point National Historic Site,Fort Point,137,d7d9cd11-65b1-4079-8d1c-c16e29441c74
-70.886838228124688,42.519598966792323,972,SAMA,Lands - http://landsnet.nps.gov/tractsnet/documents/SAMA/Metadata/sama_metadata.xml,Salem Maritime National Historic Site,2010-03-25T00:00:00.000Z,MA,NE,1888961,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/1049237#Salem Maritime National Historic Site,Salem Maritime,138,ece98180-329e-4346-91b4-02719d999bd5
-77.035465840616055,38.888651716843732,973,WAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/WAMO/Metadata/wamo_metadata.xml,Washington Monument,2009-11-06T00:00:00.000Z,DC,NC,531850,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1049241#Washington Monument,Washington Monument,139,31f2d85a-a37c-4f12-9881-703290dd4409
-77.036325729565576,38.881014296748781,974,JEFM,Lands - http://landsnet.nps.gov/tractsnet/documents/JEFM/Metadata/jefm_metadata.xml,Thomas Jefferson Memorial,2009-11-06T00:00:00.000Z,DC,NC,530557,National Memorial,Lands,https://irma.nps.gov/App/Reference/Profile/1049278#Thomas Jefferson Memorial,Thomas Jefferson Memorial,140,4ba82ffa-1232-4129-9cb4-52d4d597e302
-78.110311324972415,34.458207729006467,975,MOCR,Lands - http://landsnet.nps.gov/tractsnet/documents/MOCR/Metadata/mocr_metadata.xml,Moores Creek National Battlefield,2009-10-26T00:00:00.000Z,NC,SE,1025558,National Battlefield,Lands,https://irma.nps.gov/App/Reference/Profile/1049235#Moores Creek National Battlefield,Moores Creek,141,7a372bcb-179e-4efc-b7b2-6547555db20d
-85.734136180370342,32.976687687017268,976,HOBE,Lands - http://landsnet.nps.gov/tractsnet/documents/HOBE/Metadata/hobe_metadata.xml,Horseshoe Bend National Military Park,2009-10-26T00:00:00.000Z,AL,SE,149966,National Military Park,Lands,https://irma.nps.gov/App/Reference/Profile/1049234#Horseshoe Bend National Military Park,Horseshoe Bend,142,3e053322-b66e-45df-94a2-b713f91f587e
-81.238662311114751,29.711405264929802,977,FOMA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOMA/Metadata/foma_metadata.xml,Fort Matanzas National Monument,2009-10-26T00:00:00.000Z,FL,SE,307963,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/1049233#Fort Matanzas National Monument,Fort Matanzas,143,51816b1d-4268-4d76-b1e0-075043e049b4
-119.739650836647755,34.016551269337633,978,CHIS,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIS/Metadata/chis_metadata.xml,Channel Islands National Park,2009-09-03T00:00:00.000Z,CA,PW,1662323,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/1049244#Channel Islands National Park,Channel Islands,144,4497b423-1d95-4234-a2fc-875d2d3909b2
-109.876962207943194,38.243140386565436,979,CANY,Lands - http://landsnet.nps.gov/tractsnet/documents/CANY/Metadata/cany_metadata.xml,Canyonlands National Park,2010-04-26T00:00:00.000Z,UT,IM,1448008,National Park,Lands,https://irma.nps.gov/App/Reference/Profile/2165304#Canyonlands National Park,Canyonlands,145,364d5323-cbd8-4b60-9287-b871c831ec6d
-92.299899128004711,34.736959242543314,980,CHSC,Lands - http://landsnet.nps.gov/tractsnet/documents/CHSC/Metadata/chsc_metadata.xml,Little Rock Central High School National Historic Site,2010-05-17T00:00:00.000Z,AR,MW,2091841,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2165977#Central High School National Historic Site,Little Rock Central High School,146,07ec63e8-72f2-4af1-960f-c78f21d6a452
-77.036553560287942,38.897039984279452,981,WHHO,Lands - http://landsnet.nps.gov/tractsnet/documents/WHHO/Metadata/whho_metadata.xml,White House,2010-05-28T00:00:00.000Z,DC,NC,2733430,Other Designation,Lands,https://irma.nps.gov/App/Reference/Profile/2165312#White House,President's Park (White House),147,c64fe512-eb5c-4f33-8f7e-f0cebb1e9547
-79.731874183494838,37.114813346101286,982,BOWA,Lands - http://landsnet.nps.gov/tractsnet/documents/BOWA/Metadata/bowa_metadata.xml,Booker T. Washington National Monument,2010-06-07T00:00:00.000Z,VA,NE,1477005,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2165302#Booker T Washington National Monument,Booker T Washington,148,4c344612-b6f0-4374-b645-a8022358fc56
-90.147210282661206,29.819161250170339,983,JELA,Lands - http://landsnet.nps.gov/tractsnet/documents/JELA/Metadata/jela_metadata.xml,Jean Lafitte National Historical Park and Preserve,2010-06-11T00:00:00.000Z,LA,SE,560393,National Historical Park and Preserve,Lands,https://irma.nps.gov/App/Reference/Profile/1047992#Jean Lafitte National Historical Park and Preser*,Jean Lafitte,149,5c289922-15b2-4d2b-bf53-3e280da5ac6f
-103.829994000461284,43.731028602786864,984,JECA,Lands - http://landsnet.nps.gov/tractsnet/documents/JECA/Metadata/jeca_metadata.xml,Jewel Cave National Monument,2010-07-22T00:00:00.000Z,SD,MW,1261888,National Monument,Lands,https://irma.nps.gov/App/Reference/Profile/2165329#Jewel Cave National Monument,Jewel Cave,150,c4e54639-51f8-4d89-b707-553b33a25828
-99.21697509478166,38.184490768186606,985,FOLS,Lands - http://landsnet.nps.gov/tractsnet/documents/FOLS/Metadata/fols_metadata.xml,Fort Larned National Historic Site,2010-07-28T00:00:00.000Z,KS,MW,475845,National Historic Site,Lands,https://irma.nps.gov/App/Reference/Profile/2165328#Fort Larned National Historic Site,Fort Larned,151,690bbab5-940a-42ba-9ce2-05e1589e9ded
-156.030719596585953,19.680825063147573,986,KAHO,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,Kaloko-Honokohau National Historical Park,2010-08-11T00:00:00.000Z,HI,PW,1879023,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2181917#Kaloko-Honokohau National Historic Park,Kaloko-Honokohau,152,46cb9cb9-61a0-4379-a337-0ca1b35dabc9
-122.366535033801014,37.908668202140902,987,RORI,Lands - http://landsnet.nps.gov/tractsnet/documents/RORI/Metadata/rori_metadata.xml,Rosie the Riveter/World War II Home Front National Historical Park,2010-05-17T00:00:00.000Z,CA,PW,2026588,National Historical Park,Lands,https://irma.nps.gov/App/Reference/Profile/2165602#Rosie the Riveter / World War II Home Front Nati*,Rosie the Riveter WWII Home Front,153,2482a83e-6745-45ff-9bff-f2f0bcd6e183
